,household_size,empl_agriculture,empl_professional,empl_social,empl_services,empl_manufacturing,empl_retail,employed,prc_fam_poverty,avg_income,prc_public_transp,population,pop_65_plus,health_ins,county,state,FIPS,area,domestic_passengers,intl_passengers,order started,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20,4/13/20,4/14/20,4/15/20,4/16/20,cases_march1,cases_march15,cases_april1,ten plus cases
43,2.72,1.5590894917368257,8.463533891951784,21.924115465504318,8.605510552050369,23.686218312335388,9.964240458040589,150729,3.0,31407.0,1.1,290494,14.945575467995898,99.5597155190813,Ottawa County,MI,26139.0,563.47,1629000,0,03/24/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2.0,2,2,0,0,31,3/23/20
44,2.74,0.6696555246580784,9.443793820389928,22.358136727355276,7.620040138058412,16.544825131170967,11.843306798190177,193831,3.6,36536.0,2.6,353813,14.082580346115039,99.29878212502085,Anoka County,MN,27003.0,423.01,16845000,1477300,03/27/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,26,3/27/20
45,2.78,0.8371840173960315,11.707891637220259,23.886925795053006,6.181027453112259,13.674005617468515,10.473860650539095,55185,1.4,46200.0,2.3,103551,12.245173875674787,99.734430377302,Carver County,MN,27019.0,354.33,16845000,1477300,03/27/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,10,3/30/20
46,2.42,1.5926554947208398,7.53928193921543,46.22857753655031,7.128350693001106,6.093896602097412,10.564258482879843,84199,3.4,41499.0,5.6,156277,15.546113631564465,98.85139847834293,Olmsted County,MN,27109.0,653.35,180000,0,03/27/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,2,2,2,2,2,2,2,2.0,2,2,0,1,61,3/20/20
47,2.26,2.925564618600648,5.991515350247981,30.543714391113664,11.327212362175677,6.806164692380212,13.083575849489694,97588,7.7,30075.0,2.6,199754,19.32026392462729,98.1872703425213,St. Louis County,MN,27137.0,6247.4,0,0,03/27/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,5,5,5.0,6,6,0,0,13,3/29/20
48,2.93,1.021324354657688,7.616909839132062,19.94014216236439,5.9633370744481855,17.12682379349046,11.137298915076695,53460,4.8,31758.0,1.8,96036,11.030238660502313,97.86434253821484,Sherburne County,MN,27141.0,432.92,0,0,03/27/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,8,4/5/20
49,2.4,1.705237515225335,5.515921350269705,29.288324343135546,10.081781799199582,8.411345049591091,13.854184792065425,28735,19.5,22702.0,0.0,75317,17.17806072998128,95.72075361472177,Lauderdale County,MS,28075.0,703.63,0,0,03/27/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,5,5,6,8,8,8,11.0,12,12,0,0,39,3/27/20
50,2.59,0.9855712370890168,5.571762727009908,23.07287970774528,9.876737890614734,24.47107676942889,11.169807353675523,38049,7.3,27637.0,0.0,85202,14.198023520574633,98.78993450857962,Lee County,MS,28081.0,449.95,0,0,03/27/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,4,4,4.0,4,4,0,0,25,3/24/20
51,2.66,1.3283580128499914,8.221103943029076,25.710494159692026,7.126621030364347,7.074064828075522,13.407087203878648,76109,6.2,30605.0,0.0,153902,15.243466621616351,96.02799183896244,Rankin County,MS,28121.0,775.49,486000,0,03/27/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2.0,2,2,0,0,48,3/24/20
52,2.51,0.5947882648241613,12.00136298615422,25.19398936600901,8.475817116946912,7.445143181020756,11.42951607244069,296408,7.0,35490.0,0.9,566880,13.029388935930006,98.73165396556591,Douglas County,NE,31055.0,328.46,2441000,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,3,4,4,5,5,5,5,5,5,5.0,5,5,0,15,101,3/13/20
53,2.42,1.4075379455403332,10.306975157751122,27.155932010687284,8.423057245182196,8.363367631175032,10.183048149621968,175910,6.8,30590.0,1.1,317272,13.814644847323432,98.72191684107011,Lancaster County,NE,31109.0,837.55,146000,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1.0,1,1,0,0,9,4/2/20
54,2.77,0.5944468666588684,12.520603592203072,23.820411114773968,8.721035337154524,5.779639928964131,11.394451120303712,94037,3.5,35628.0,0.3,184459,12.018388910272744,97.55067521779907,Sarpy County,NE,31153.0,238.99,2441000,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,17,3/27/20
55,2.38,0.6921630094043887,8.34858934169279,27.174921630094047,9.594984326018807,13.070846394984324,11.947335423197492,39875,6.8,34460.0,0.4,76493,19.73383185389513,98.97506961421308,Cheshire County,NH,33005.0,706.66,0,0,03/27/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,4,4/5/20
56,2.52,0.5232006229412101,13.826320141036689,22.037420218466877,8.02124299519233,15.234062285371818,12.810103546477801,228593,5.1,41289.0,1.4,415247,15.617210961186956,98.99890908302771,Hillsborough County,NH,33011.0,876.14,909000,0,03/27/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,0.0,2,2,0,0,109,3/20/20
57,2.3,0.19249049429657794,7.072243346007606,28.719106463878326,16.413973384030413,3.4386882129277567,9.843155893536123,42080,7.1,42585.0,1.5,92560,26.002592912705275,97.44598098530682,Cape May County,NJ,34009.0,251.43,534000,0,03/21/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,3,5,5,9,9,10.0,10,10,0,0,22,3/31/20
58,2.76,3.3754572663784503,8.069504489524443,24.1602926504822,7.198204190222813,10.844695710009976,13.245759893581646,60140,10.3,25040.0,2.6,150972,15.381660175396767,92.51384362663276,Cumberland County,NJ,34011.0,483.7,0,0,03/21/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,3,3,3,3,3,3.0,3,3,0,0,27,3/28/20
59,2.53,0.10902352256895127,16.808018504240557,18.245343505255047,9.46340407688458,6.285219602591676,10.434335646363404,369645,11.6,42150.0,43.9,676061,11.821122650175061,99.22935948087523,Hudson County,NJ,34017.0,46.19,43872000,24424000,03/21/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,4,6,7,2,29,44,59,78,87,92,103,122,132,163,183,226,236,277.0,312,365,0,5,1910,3/16/20
60,2.82,11.106151426263656,4.4615907834885,26.408196233473625,10.102878034264338,3.8472983888109513,14.456064277515626,47046,19.7,22067.0,0.1,125043,15.275545212446918,98.92437001671424,San Juan County,NM,35045.0,5513.07,188999,0,03/24/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,7.0,10,10,0,0,47,3/27/20
61,2.35,1.198084209021374,15.821002216026876,19.774108227893343,15.201944384873828,2.263206805347058,13.041675602258918,69945,7.4,37821.0,0.7,150056,24.36956869435411,99.22295676280856,Santa Fe County,NM,35049.0,1909.41,0,0,03/24/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,3,42,3/23/20
62,2.31,2.9749330313391558,5.165842716205328,34.987041836356894,7.138968138162338,6.923361717882266,13.602805061306269,45917,10.2,25682.0,0.5,108047,17.092561570427684,96.61443631012428,St. Lawrence County,NY,36089.0,2680.38,0,0,03/22/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,34,3/29/20
63,2.41,0.9964869612214564,9.309552763140116,26.56735576273477,10.017790388686212,6.446200963833716,14.099446020808001,88812,7.4,35400.0,3.9,178599,19.66696342084782,97.56549588743498,Ulster County,NY,36111.0,1124.24,184000,168800,03/22/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,4,4,5,7,8,8,8,11,11,13.0,13,15,0,5,222,3/21/20
64,2.84,0.7860537614871907,11.539307469423274,23.825461639237663,11.083166783012825,7.9360829277155664,10.130722079313015,104573,7.7,32544.0,0.9,211342,13.347086712532294,99.3385129316463,Cabarrus County,NC,37025.0,361.75,20860000,1549800,03/30/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.0,3,3,0,1,47,3/24/20
65,2.48,0.7249875343300594,8.394342564524681,25.790086032909368,9.929796512778301,8.544722074920655,15.018164261913617,126347,14.1,24969.0,0.5,332330,12.083772154184096,90.86961754882195,Cumberland County,NC,37051.0,652.32,234000,0,03/30/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2.0,2,3,0,0,24,3/29/20
66,2.45,0.9776822276822276,10.40918540918541,24.08689283689284,8.908996408996408,13.235525735525734,11.193142443142444,253968,11.9,30877.0,0.5,533670,15.079356156426256,99.23079805872543,Guilford County,NC,37081.0,645.7,932999,0,03/30/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,5,5,5,5,8,8,9,9,9,10,10.0,10,11,0,0,55,3/22/20
67,2.62,0.3608170110648277,20.237283629099885,20.74195021850137,9.029117608960943,8.383839761114254,9.815177153141851,586724,5.0,41022.0,1.1,1092305,11.612141297531366,99.35567446821173,Wake County,NC,37183.0,835.22,6066000,178000,03/30/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,3,0,14,213,3/14/20
68,2.26,3.209437070418268,6.629049665801982,24.11148770189158,10.291026830515213,5.4418419707269035,12.292428000681651,52813,2.3,37979.0,0.4,95273,15.909019344410277,98.12118858438382,Burleigh County,ND,38015.0,1632.65,282000,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,32,3/19/20
69,2.36,0.6589014407197746,9.298203072086158,23.75640714757553,8.932797070062627,20.638331674930807,10.186214912244028,119593,4.3,35356.0,0.7,230514,20.105937166506155,99.14538813260799,Lake County,OH,39085.0,227.49,0,0,03/23/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,3,3,3,3,3,4,4,5,5,6,6,6,6.0,6,6,0,0,48,3/24/20
70,2.48,0.6895662384025953,9.392625170525116,24.57869267471613,9.468640346412016,16.114538581095296,12.897467744453268,147339,11.6,31466.0,0.5,309461,18.38842374321805,98.101214692643,Lorain County,OH,39093.0,491.1,4576000,101900,03/23/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,3,3,3,4,5,5,5,5,6,7.0,7,9,0,1,85,3/20/20
71,2.36,0.4974569352393219,9.326937216979458,25.260264803273788,11.140804145981553,15.891238977094668,10.585031667875237,197203,12.9,28276.0,1.9,429899,16.33151042454158,98.93347041979628,Lucas County,OH,39095.0,340.86,0,0,03/23/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,3,3,3,3,4,7,8,12,16,16,16,16,21,21,21,25.0,28,28,0,1,171,3/23/20
72,2.35,0.19180876776725725,10.92755615672883,23.59876118884479,9.229734424314994,15.468508622155206,11.66929064017562,270582,7.7,33736.0,2.0,541918,17.9855623913581,98.91053628039668,Summit County,OH,39153.0,412.75,5022000,101900,03/23/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,5,5,7,7,7,7,9,10,12,12,12,12,14,14,15,15.0,15,16,0,2,144,3/20/20
73,2.62,3.538599987144051,6.135501703413254,23.243555955518413,7.318249019733883,15.1732339139937,13.042360352253006,31114,9.7,27533.0,0.2,71604,17.35098597843696,98.86039886039886,Creek County,OK,40037.0,950.14,1479000,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,3,3,3,3.0,3,3,0,0,27,3/26/20
74,2.4,4.22145908367535,7.398721277605606,32.45386269090097,11.50291760895664,7.144651980902923,13.150180082083926,35817,11.7,25941.0,0.4,82040,13.383715260848367,97.83276450511946,Payne County,OK,40119.0,684.7,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,16,3/28/20
75,2.57,3.015180353744023,9.18248920662922,21.563530012534237,7.578571096977855,14.662736177521934,8.732185135323336,43082,7.9,31955.0,0.0,91984,16.293050965385284,98.7813097930075,Rogers County,OK,40131.0,675.63,1479000,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2,2,0,0,4,4/3/20
76,2.56,2.2388581600864645,10.699027274461187,21.288384512683574,10.543264034585796,12.038591137389536,10.490813147688982,314580,10.6,31607.0,0.7,648360,14.393084089086313,99.23776914060088,Tulsa County,OK,40143.0,570.25,1479000,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,3,3,3,3,3,5,8,8,8,8,14,16,16,16,16,18,18,19.0,21,21,0,2,115,3/23/20
77,2.38,2.5988018547559144,10.678948971648408,26.512066067217976,9.782032334126832,10.068030280808241,12.433295350700044,177274,10.8,29762.0,2.9,379611,19.414611273119057,99.49079452386783,Lane County,OR,41039.0,4553.12,561000,0,03/23/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,1,0,0,18,3/27/20
78,2.49,2.734641467035833,8.906143413185667,23.38188676216845,7.3753059668552625,18.3359415753782,11.167288632077362,49842,4.7,30366.0,0.4,102811,20.069836885158203,98.74527044771473,Adams County,PA,42001.0,518.67,623000,0,04/01/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1.0,1,1,0,0,12,4/1/20
79,2.33,0.9770835095056156,14.477902230148905,23.370054043249976,6.256870719013537,6.1530892290188435,14.768490402134054,130081,3.3,39045.0,0.5,251423,18.601321279278352,96.9664668705727,Cumberland County,PA,42041.0,545.46,623000,0,04/01/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,3,3,4.0,4,4,0,3,38,3/17/20
80,2.53,1.2858302362339271,9.191621456135104,22.475685989719054,10.393438421120084,15.605109146054936,13.43357967733208,70227,7.9,28814.0,0.8,141314,19.60810676932222,98.83238744922654,Lebanon County,PA,42075.0,361.83,623000,0,04/01/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2.0,2,2,0,0,36,3/27/20
81,2.4,2.7345108800680245,6.786998028833146,26.875507285587286,7.691415761604763,13.351756657519426,11.950682178332624,51746,8.9,27306.0,0.4,113664,19.268193975225227,97.19788147522522,Lycoming County,PA,42081.0,1228.59,0,0,04/01/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,7,4/4/20
82,2.35,0.0610400281723207,11.058809719450641,28.432914661345226,9.835661462612984,9.408381265406737,10.109167742692804,85190,3.6,37841.0,1.2,163861,18.869041443662613,99.25546652345587,Kent County,RI,44003.0,168.53,2014000,0,03/28/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,39,3/29/20
83,2.78,0.31197433791026097,13.071626960841842,19.04217032429684,10.071196651410242,12.99338888236905,10.313734694675896,102252,9.2,29727.0,0.7,221091,13.934986046469552,97.23869356961613,Berkeley County,SC,45015.0,1098.86,2189000,0,04/07/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3.0,3,3,0,0,18,3/27/20
84,2.56,2.8769324792322144,8.146404400280678,24.767423436474342,6.509880259851967,20.134000316892642,9.275900314629123,44179,14.4,22602.0,0.1,106512,16.493916178458765,95.81643382905213,Sumter County,SC,45085.0,665.07,0,0,04/07/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,4,4,4,4.0,5,5,0,0,48,3/25/20
85,2.37,0.1721850565952522,13.722969383905962,23.553427406420887,12.484571346456347,7.767316658840072,10.891538810922329,389697,12.8,36891.0,1.6,692587,12.193413968209047,99.10119595083358,Davidson County,TN,47037.0,504.03,7667000,121900,03/31/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2,2,2,3,3,4,5,6,6,6,7,9,13,13,13,13,13,16,18.0,18,19,0,14,673,3/13/20
