,household_size,empl_agriculture,empl_professional,empl_social,empl_services,empl_manufacturing,empl_retail,employed,prc_fam_poverty,avg_income,prc_public_transp,population,pop_65_plus,health_ins,county,state,FIPS,area,domestic_passengers,intl_passengers,order started,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20,4/13/20,4/14/20,4/15/20,4/16/20,cases_march1,cases_march15,cases_april1,ten plus cases
125,2.53,0.43635339933374,8.113983640657501,27.26817748166221,12.73714008664508,9.238492938582086,12.343014435633965,63939,20.1,23403.0,1.6,153095,15.659557790914139,97.67529965054379,Bibb County,GA,13021.0,249.76,0,0,04/03/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,1,0,0,22,3/27/20
126,2.81,0.35385973456714964,16.75316571289419,19.166260806039208,8.349567758431755,9.352550834043587,11.685742116157313,131408,6.9,36567.0,0.3,254149,14.247154228425055,99.52547521335907,Cherokee County,GA,13057.0,421.67,0,0,04/03/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,4,4,5,5,5,5,5,6,6,7,7,7,7,7.0,8,8,0,6,83,3/19/20
127,2.59,0.11039758287397496,17.816199392686986,23.009433056623607,8.563517767189941,5.774020947751881,9.995654831978417,395842,10.3,36987.0,7.7,756558,12.423237874690376,99.2609951913799,DeKalb County,GA,13089.0,267.58,45711000,6133500,04/03/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,4,6,8,8,9,10,11,11,12,13,13,14,14,15.0,15,18,0,10,365,3/15/20
128,2.91,0.0,9.366246993917104,17.646060263120667,8.04498514641392,12.389305418022351,10.724289149809026,70690,10.4,27631.0,0.6,145331,11.894227659618387,99.27269474509913,Douglas County,GA,13097.0,200.07,45711000,6133500,04/03/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,3,4,4,5,5,5,5,5,5,5,5,5,6.0,6,6,0,0,55,3/24/20
129,2.9,0.2784364594779936,20.002809151223214,18.951856105359692,7.944940636024886,9.516412879132137,10.781357150529194,121033,3.9,44262.0,0.9,236612,12.001927205720758,99.75191452673576,Forsyth County,GA,13117.0,224.02,0,0,04/03/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,2,2,4,4,5,5.0,5,5,0,0,48,3/26/20
130,2.44,0.2656532554916053,21.81477707707983,18.66640964209328,10.506430204059154,5.676204114229064,8.734062181587861,544695,9.2,47866.0,7.4,1050114,11.682064994848178,99.15104455325803,Fulton County,GA,13121.0,526.64,45711000,6133500,04/03/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,12,13,14,17,19,22,23,26,27,28,36,41,45,48,50,50,52,60.0,62,63,0,20,624,3/14/20
131,2.41,0.7612819488817891,12.549920127795527,22.182008785942493,16.308905750798722,7.425619009584666,12.053214856230033,40064,11.3,34518.0,0.2,85219,19.89579788544808,98.74558490477476,Glynn County,GA,13127.0,419.75,0,0,04/03/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,18,3/30/20
132,3.1,0.14787227055964786,13.115507733635011,18.662200839355208,9.665931542341678,9.629704954568467,11.501835692298567,472029,7.8,30556.0,0.8,927781,10.099905042245961,99.56185780911659,Gwinnett County,GA,13135.0,430.38,0,0,04/03/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,4,6,8,8,8,10,10,15,17,17,18,18,22,29.0,29,32,0,4,250,3/19/20
133,2.58,0.7497284552414761,8.065541632447612,22.942220573820432,12.088377884335179,10.937293029909661,11.770471825575544,75494,15.1,24819.0,1.2,194160,13.435311083642356,95.26370004120314,Muscogee County,GA,13215.0,216.39,0,0,04/03/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,4,4,4,4.0,4,4,0,0,21,3/30/20
134,2.77,4.094277730530919,13.428170663014546,22.068455175003592,16.521796755061242,2.8650003865652027,11.877491964966149,90541,11.2,32572.0,1.2,200983,21.217217376594046,99.36014488787607,Hawaii County,HI,15001.0,4028.42,2305000,107100,03/25/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,15,3/28/20
135,3.14,2.989003756821236,9.356404420434913,10.324402884799957,31.987824608550202,1.3985246935585598,11.185455343186991,36467,3.6,32909.0,1.5,72133,20.39149903650202,99.06422857776607,Kauai County,HI,15007.0,619.96,1620000,0,03/25/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,2,12,3/28/20
136,2.58,1.517311825668745,13.706454427443552,22.509416696814284,9.402225958162203,8.45012874805814,11.65755144602158,234955,5.9,34407.0,0.4,469966,14.357634382061686,98.27625828251404,Ada County,ID,16001.0,1052.58,1936000,0,03/25/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,3,3,3,3,3,3,3,5,6,6,6,6,9.0,9,9,0,2,195,3/21/20
137,2.95,4.799163264074663,10.206770320011264,19.34147273568397,8.207454190719472,13.19468189955146,12.81855301003681,99434,7.4,22025.0,0.1,223499,14.286417388892119,99.36465040112036,Canyon County,ID,16027.0,587.37,1936000,0,03/25/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,4,5,5,5,5.0,5,5,0,0,53,3/26/20
138,2.76,0.29379340129791903,14.668644231534204,19.956641322013482,7.945491947674088,15.294304840487799,12.306363440053644,351948,5.4,45088.0,5.0,700832,14.24036002922241,97.59157686863612,Lake County,IL,17097.0,443.67,33144000,6707400,03/21/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,8,13,13,13,15,15,23,23,31,39,42,45,58.0,62,70,0,3,477,3/18/20
139,2.68,1.3446380075511692,12.192669223867474,20.081653790337636,7.356067129532056,15.25709502791042,11.898209758711847,166067,4.2,39505.0,2.5,308570,14.459279904073627,99.53138671938295,McHenry County,IL,17111.0,603.17,0,0,03/21/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,3,3,3,3,3,3,5,5,5,6,6,7,8.0,11,13,0,2,69,3/21/20
140,2.4,1.9280737467520648,7.9804048127368725,25.202323618489647,6.843420551776641,13.433626268142927,11.093457789252437,60423,6.5,31498.0,0.9,132328,19.087419140318,98.2414908409407,Tazewell County,IL,17179.0,648.97,326000,0,03/21/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,3,3.0,3,3,0,0,4,4/4/20
141,2.53,0.6523009021873175,7.30349840981372,20.794119556045953,9.50541961446096,17.212955150256374,12.831829687804243,61628,8.6,30098.0,0.1,117360,15.64502385821404,99.09338786639401,Clark County,IN,18019.0,372.86,1869000,0,03/24/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,4,7,7,7,8,8,8,8,8.0,9,9,0,0,38,3/26/20
142,2.23,0.9136811733589804,4.393226393707279,31.271253391955486,6.811390100642325,18.438498265379728,9.85126919245698,29113,15.8,22298.0,0.0,65936,19.007825770444068,98.65475612715359,Grant County,IN,18053.0,414.07,0,0,03/24/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2.0,2,2,0,0,9,4/2/20
143,2.67,0.7313308506468051,8.602018816150531,23.098784790278327,8.159790278322227,15.237896903175224,12.773177185417484,81632,4.5,31360.0,0.5,156225,14.543126900304047,98.76524243879021,Johnson County,IN,18081.0,320.43,4567000,0,03/24/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,4,6,6,6,7,8,11,16,19,20,20,21.0,25,30,0,3,118,3/22/20
144,2.5,1.041351701116339,9.704768931193383,26.089428042718396,7.758735380559017,18.122664215478768,10.454638913414206,82681,8.0,33159.0,0.6,169594,16.15328372466007,98.97696852482989,Porter County,IN,18127.0,418.15,0,0,03/24/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2.0,2,2,0,0,27,3/29/20
145,2.39,1.0779328030599384,6.303878529722838,24.383883165992962,12.326683183378973,19.108677069297745,15.024412859854245,69021,11.1,28532.0,0.3,132408,16.024711497794694,98.8558093166576,Black Hawk County,IA,19013.0,565.77,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,7,4/4/20
146,2.36,0.5551930719497005,7.504596951183344,42.04638472032742,11.767008719378374,8.768017082863754,10.789489293552403,84295,8.5,36857.0,5.0,151260,11.616422054740186,98.90189078408041,Johnson County,IA,19103.0,614.04,596000,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2.0,3,3,0,14,76,3/11/20
147,2.56,0.5642665938925967,10.848687458111431,23.301079972549196,9.088464641032537,17.339358598242992,10.700998904375677,249173,9.3,29479.0,0.5,513607,14.467871349105446,98.90071591703385,Sedgwick County,KS,20173.0,997.51,809000,0,03/30/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3.0,3,3,0,0,64,3/25/20
148,2.74,0.6803770832164301,10.323494753380842,21.168845743785425,7.235845350990405,11.790864710173393,13.625778575837495,71284,2.3,35213.0,0.2,131533,13.200489610972152,99.32260345312584,Boone County,KY,21015.0,246.36,4102999,136900,03/26/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2.0,2,2,0,0,8,4/4/20
149,2.57,0.9295826858096068,10.200696711767586,22.490578232747353,13.147226697462658,4.948744635652062,11.167348645784323,210417,11.6,29096.0,0.9,434051,17.104211256280944,99.2143780339177,Jefferson Parish,LA,22051.0,295.63,6465000,0,03/23/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,5,6,7,12,24,26,28,37,57,64,73,85,95,113,121,137,149,158,165,166,173,186,210.0,247,261,0,12,1433,3/14/20
150,2.69,7.580991504061244,8.979086919988797,23.111754271309863,7.697693959480906,10.468210251143683,11.667911492857812,42844,10.6,27836.0,0.4,98115,15.835499159149975,99.23559088824337,Lafourche Parish,LA,22057.0,1068.21,0,0,03/23/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,4,4,3,3,4,7,7,11,11,13,13,13,13,13.0,15,16,0,1,105,3/21/20
151,2.3,0.8553385866894757,9.848222897595953,25.149684252670657,9.239476605579721,13.315073977688401,13.540737775027752,109898,4.8,34810.0,0.8,206229,20.51796789006396,99.03844755102337,York County,ME,23031.0,990.71,1062000,0,04/02/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,3,3,3,4.0,4,6,0,0,59,3/23/20
152,2.74,0.4628631056132354,21.40771011011945,25.26742877795979,8.189878804484058,4.979567566937352,7.0041564407342864,171541,3.6,52654.0,3.5,323196,13.842683696580405,98.78958898006165,Howard County,MD,24027.0,250.74,12695000,604300,03/30/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,3,3,3,3,3,5,5,6,6,8,9.0,9,10,0,0,142,3/19/20
153,2.83,0.16588554944786305,20.785110113081558,21.40168050792409,8.958343519288125,2.6457872055094955,8.027463662333853,572684,4.4,53493.0,13.4,1052567,15.547228822488261,99.19131038689224,Montgomery County,MD,24031.0,491.25,31586000,4637000,03/30/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,6,9,9,13,19,21,26,30,34,36,42,48,54.0,54,56,0,7,447,3/16/20
154,2.44,0.317427023247684,12.719454640797062,30.74672260094389,9.22985492046845,4.50480685194896,8.84041251529453,286050,13.9,31433.0,16.2,602495,13.953476792338526,98.6716902214956,Baltimore city,MD,24510.0,80.94,12695000,604300,03/30/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,4,6,7,8,9,10,12,17,22,24,26,29.0,29,31,0,1,221,3/20/20
155,2.64,2.186850218685022,7.1108482110848215,17.794149279414924,7.3582132358213235,26.910805191080517,9.665160966516098,55788,8.6,28267.0,0.6,117327,16.882729465510927,99.1374534420892,Allegan County,MI,26005.0,825.23,1780000,0,03/24/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,5,4/4/20
156,2.63,0.9332150536371006,9.890258374554982,23.62881716387221,8.395704332091789,18.32062414080767,11.004124123183212,340436,7.6,32749.0,1.7,653786,13.727886494969304,99.31108956141613,Kent County,MI,26081.0,846.95,1629000,0,03/24/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,5,6,8,9,13,13,13,13,14.0,16,16,0,3,119,3/20/20
157,2.49,0.07408589404577368,10.251892039755633,20.38934986778517,10.505379775690708,21.36933527856296,10.785310476885199,438680,7.8,31940.0,1.0,874759,17.03406309623565,99.25785273429597,Macomb County,MI,26099.0,479.22,0,0,03/24/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,7,11,14,17,20,27,38,51,58,65,78,83,100,121,141,165,197,209,217,240,293.0,330,354,0,2,1088,3/18/20
158,2.43,0.4371828693269729,14.962138607034204,23.853454719639174,9.006899689563424,11.733428663879286,11.367602403799278,707713,5.5,45487.0,7.0,1259428,14.042882959565773,99.34962538549246,Hennepin County,MN,27053.0,553.59,16845000,1477300,03/27/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,5,5,6,6,9,11,14,16,18,25,27,30,34,34,40.0,46,46,0,6,218,3/16/20
159,2.49,4.112143722997544,7.040064650483324,33.94461194169024,8.55997264787244,15.72436515090293,6.83181549746682,32173,5.6,29771.0,0.6,66523,15.478856936698588,96.21033326819295,Rice County,MN,27131.0,495.68,0,0,03/27/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,4,4/16/20
160,2.65,4.851101441392438,3.4165080228447096,24.97620342670655,6.703834647810716,14.28134348653794,14.22015229806908,29416,15.2,23640.0,0.0,68461,17.34564204437563,98.80077708476361,Jones County,MS,28067.0,694.8,0,0,03/27/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,6,4/5/20
161,2.59,1.4084240416469476,12.685281590156176,20.439185991481303,8.054898248935164,10.424988168480832,10.780880265026028,52825,6.7,32467.0,0.0,104954,17.144653848352608,99.34066352878405,Cass County,MO,29037.0,696.84,0,0,04/06/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,2,2,4.0,4,4,0,0,17,3/31/20
162,2.44,1.0208007386698812,8.869168226935805,18.451358075354587,7.7329503193208335,9.27184590525533,9.269281079278773,38989,5.4,31852.0,1.0,76796,16.894109068180637,95.1221417782176,Cole County,MO,29051.0,393.75,0,0,04/06/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1.0,1,1,0,0,25,3/27/20
163,2.54,2.5298746721072574,8.411541824540949,18.3853104051297,8.139512289905761,18.323132225784512,12.307393374137767,51465,5.6,30802.0,0.2,103670,17.312626603646187,98.9765602392206,Franklin County,MO,29071.0,922.68,0,0,04/06/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,4.0,4,4,0,0,16,3/31/20
164,2.4,0.6595636732623034,13.23458929176618,25.24991828148469,8.455610301947408,10.472002133705528,11.140589937492855,498663,6.8,40843.0,1.6,996945,18.107418162486397,98.76833727036095,St. Louis County,MO,29189.0,507.8,7451000,136100,04/06/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,3,3,4,4,7,11,13,14,24,26,33,42,42,42,53.0,53,66,0,2,605,3/20/20
165,2.03,0.32083264914297266,13.054983642587375,29.4079753438846,12.314794932359886,8.217863052457401,7.9235559372986915,158338,17.0,31537.0,10.1,302838,13.782616448398151,98.44702448173612,St. Louis city,MO,29510.0,61.91,7451000,136100,04/06/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,5,6,4,10,12,17,13,17,17,19,24.0,26,27,0,0,195,3/22/20
166,2.49,1.1537862593258492,11.28020725682008,20.40432068179566,11.304273964069822,14.253153446494045,13.21403796876991,70637,4.5,35835.0,1.2,130090,14.745176416327157,99.09601045430088,Strafford County,NH,33017.0,368.98,0,0,03/27/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,28,3/28/20
167,2.6,0.2742881728911856,10.798976349367836,24.567166988611664,7.144489810552923,7.715027137498151,12.748573656682638,223123,3.7,42961.0,3.6,445384,16.90114597740377,96.40175668636502,Burlington County,NJ,34005.0,798.58,13748000,1914800,03/21/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,5,8,9,10,11,11,13,17,21,22,22,23,24,28.0,45,52,0,3,255,3/18/20
